sku_id,style_id,style_color_size,category,subcategory,color,size,season,lifecycle_status,unit_cost,selling_price,gross_margin_pct,pack_multiple,min_presentation_qty,replenishable_flag
SKU000220,STY0022,STY0022-Grey-XL,Apparel,Jacket,Grey,XL,SS26,Active,12.87,29.99,0.571,12,4,1
SKU000221,STY0023,STY0023-Black-XS,Apparel,Shorts,Black,XS,Core,Active,15.82,39.99,0.604,3,2,1
SKU000222,STY0023,STY0023-Black-S,Apparel,Shorts,Black,S,Core,Active,26.12,59.99,0.565,3,2,1
SKU000223,STY0023,STY0023-Black-M,Apparel,Shorts,Black,M,Core,Active,34.58,79.99,0.568,3,2,1
SKU000224,STY0023,STY0023-Black-L,Apparel,Shorts,Black,L,Core,Active,33.51,79.99,0.581,6,3,1
SKU000225,STY0023,STY0023-Black-XL,Apparel,Shorts,Black,XL,Core,Active,19.71,49.99,0.606,6,3,1
SKU000226,STY0023,STY0023-White-XS,Apparel,Shorts,White,XS,Core,Active,31.37,79.99,0.608,12,4,1
SKU000227,STY0023,STY0023-White-S,Apparel,Shorts,White,S,Core,Active,13.94,29.99,0.535,3,2,1
SKU000228,STY0023,STY0023-White-M,Apparel,Shorts,White,M,Core,Active,21.38,59.99,0.644,3,3,1
SKU000229,STY0023,STY0023-White-L,Apparel,Shorts,White,L,Core,Active,21.8,49.99,0.564,6,4,1
SKU000230,STY0023,STY0023-White-XL,Apparel,Shorts,White,XL,Core,Active,20.19,49.99,0.596,3,4,1
SKU000231,STY0024,STY0024-Grey-XS,Apparel,T-Shirt,Grey,XS,Core,Active,24.79,59.99,0.587,12,3,1
SKU000232,STY0024,STY0024-Grey-S,Apparel,T-Shirt,Grey,S,Core,Active,11.36,29.99,0.621,12,2,1
SKU000233,STY0024,STY0024-Grey-M,Apparel,T-Shirt,Grey,M,Core,Active,11.29,29.99,0.624,3,2,1
SKU000234,STY0024,STY0024-Grey-L,Apparel,T-Shirt,Grey,L,Core,Active,15.5,39.99,0.612,3,2,1
SKU000235,STY0024,STY0024-Grey-XL,Apparel,T-Shirt,Grey,XL,Core,Active,22.35,49.99,0.553,3,2,1
SKU000236,STY0024,STY0024-Red-XS,Apparel,T-Shirt,Red,XS,Core,Active,20.96,49.99,0.581,3,4,1
SKU000237,STY0024,STY0024-Red-S,Apparel,T-Shirt,Red,S,Core,Active,27.5,59.99,0.542,6,2,1
SKU000238,STY0024,STY0024-Red-M,Apparel,T-Shirt,Red,M,Core,Active,23.1,49.99,0.538,3,3,1
SKU000239,STY0024,STY0024-Red-L,Apparel,T-Shirt,Red,L,Core,Active,12.29,29.99,0.59,3,3,1
SKU000240,STY0024,STY0024-Red-XL,Apparel,T-Shirt,Red,XL,Core,Active,24.34,59.99,0.594,6,4,1
SKU000241,STY0025,STY0025-Blue-XS,Apparel,Track Pants,Blue,XS,Core,New,14.89,39.99,0.628,12,3,1
SKU000242,STY0025,STY0025-Blue-S,Apparel,Track Pants,Blue,S,Core,New,37.56,79.99,0.53,3,3,1
SKU000243,STY0025,STY0025-Blue-M,Apparel,Track Pants,Blue,M,Core,New,11.45,29.99,0.618,12,3,1
SKU000244,STY0025,STY0025-Blue-L,Apparel,Track Pants,Blue,L,Core,New,21.61,59.99,0.64,6,4,1
SKU000245,STY0025,STY0025-Blue-XL,Apparel,Track Pants,Blue,XL,Core,New,15.15,39.99,0.621,3,2,1
SKU000246,STY0025,STY0025-Navy-XS,Apparel,Track Pants,Navy,XS,Core,New,25.93,59.99,0.568,12,4,1
SKU000247,STY0025,STY0025-Navy-S,Apparel,Track Pants,Navy,S,Core,New,16.37,34.99,0.532,6,3,1
SKU000248,STY0025,STY0025-Navy-M,Apparel,Track Pants,Navy,M,Core,New,37.96,79.99,0.525,12,2,1
SKU000249,STY0025,STY0025-Navy-L,Apparel,Track Pants,Navy,L,Core,New,12.71,34.99,0.637,6,2,1
SKU000250,STY0025,STY0025-Navy-XL,Apparel,Track Pants,Navy,XL,Core,New,14.99,34.99,0.572,12,2,1
SKU000251,STY0026,STY0026-Orange-XS,Apparel,Hoodie,Orange,XS,SS26,Active,21.92,49.99,0.562,12,4,1
SKU000252,STY0026,STY0026-Orange-S,Apparel,Hoodie,Orange,S,SS26,Active,38.26,79.99,0.522,6,4,1
SKU000253,STY0026,STY0026-Orange-M,Apparel,Hoodie,Orange,M,SS26,Active,14.78,39.99,0.63,3,3,1
SKU000254,STY0026,STY0026-Orange-L,Apparel,Hoodie,Orange,L,SS26,Active,21.6,49.99,0.568,6,4,1
SKU000255,STY0026,STY0026-Orange-XL,Apparel,Hoodie,Orange,XL,SS26,Active,11.87,29.99,0.604,3,3,1
SKU000256,STY0026,STY0026-Red-XS,Apparel,Hoodie,Red,XS,SS26,Active,20.43,49.99,0.591,3,3,1
SKU000257,STY0026,STY0026-Red-S,Apparel,Hoodie,Red,S,SS26,Active,14.4,39.99,0.64,3,4,1
SKU000258,STY0026,STY0026-Red-M,Apparel,Hoodie,Red,M,SS26,Active,24.95,59.99,0.584,6,4,1
SKU000259,STY0026,STY0026-Red-L,Apparel,Hoodie,Red,L,SS26,Active,28.44,59.99,0.526,12,2,1
SKU000260,STY0026,STY0026-Red-XL,Apparel,Hoodie,Red,XL,SS26,Active,23.4,49.99,0.532,12,4,1
SKU000261,STY0027,STY0027-Grey-XS,Apparel,Hoodie,Grey,XS,Core,Active,12.25,29.99,0.592,6,4,1
SKU000262,STY0027,STY0027-Grey-S,Apparel,Hoodie,Grey,S,Core,Active,12.46,29.99,0.585,3,2,1
SKU000263,STY0027,STY0027-Grey-M,Apparel,Hoodie,Grey,M,Core,Active,15.47,34.99,0.558,6,4,1
SKU000264,STY0027,STY0027-Grey-L,Apparel,Hoodie,Grey,L,Core,Active,25.75,59.99,0.571,6,3,1
SKU000265,STY0027,STY0027-Grey-XL,Apparel,Hoodie,Grey,XL,Core,Active,16.01,39.99,0.6,6,4,1
SKU000266,STY0027,STY0027-Green-XS,Apparel,Hoodie,Green,XS,Core,Active,21.4,59.99,0.643,12,4,1
SKU000267,STY0027,STY0027-Green-S,Apparel,Hoodie,Green,S,Core,Active,14.34,39.99,0.641,3,4,1
SKU000268,STY0027,STY0027-Green-M,Apparel,Hoodie,Green,M,Core,Active,32.02,79.99,0.6,6,4,1
SKU000269,STY0027,STY0027-Green-L,Apparel,Hoodie,Green,L,Core,Active,38.03,79.99,0.525,12,2,1
SKU000270,STY0027,STY0027-Green-XL,Apparel,Hoodie,Green,XL,Core,Active,14.42,39.99,0.639,12,2,1
SKU000271,STY0028,STY0028-Green-XS,Apparel,Shorts,Green,XS,SS26,Active,26.52,59.99,0.558,3,3,1
SKU000272,STY0028,STY0028-Green-S,Apparel,Shorts,Green,S,SS26,Active,23.93,59.99,0.601,6,2,1
SKU000273,STY0028,STY0028-Green-M,Apparel,Shorts,Green,M,SS26,Active,35.31,79.99,0.559,12,4,1
SKU000274,STY0028,STY0028-Green-L,Apparel,Shorts,Green,L,SS26,Active,21.73,59.99,0.638,12,3,1
SKU000275,STY0028,STY0028-Green-XL,Apparel,Shorts,Green,XL,SS26,Active,23.82,59.99,0.603,6,3,1
SKU000276,STY0028,STY0028-Grey-XS,Apparel,Shorts,Grey,XS,SS26,Active,16.57,34.99,0.526,6,3,1
SKU000277,STY0028,STY0028-Grey-S,Apparel,Shorts,Grey,S,SS26,Active,13.28,34.99,0.62,3,2,1
SKU000278,STY0028,STY0028-Grey-M,Apparel,Shorts,Grey,M,SS26,Active,11.65,29.99,0.612,3,4,1
SKU000279,STY0028,STY0028-Grey-L,Apparel,Shorts,Grey,L,SS26,Active,27.51,59.99,0.541,12,2,1
SKU000280,STY0028,STY0028-Grey-XL,Apparel,Shorts,Grey,XL,SS26,Active,31.5,79.99,0.606,12,2,1
SKU000281,STY0029,STY0029-Blue-XS,Apparel,Leggings,Blue,XS,Core,Active,27.31,59.99,0.545,3,4,1
SKU000282,STY0029,STY0029-Blue-S,Apparel,Leggings,Blue,S,Core,Active,17.78,49.99,0.644,6,4,1
SKU000283,STY0029,STY0029-Blue-M,Apparel,Leggings,Blue,M,Core,Active,30.47,79.99,0.619,6,4,1
SKU000284,STY0029,STY0029-Blue-L,Apparel,Leggings,Blue,L,Core,Active,17.91,39.99,0.552,6,2,1
SKU000285,STY0029,STY0029-Blue-XL,Apparel,Leggings,Blue,XL,Core,Active,22.86,59.99,0.619,6,2,1
SKU000286,STY0029,STY0029-White-XS,Apparel,Leggings,White,XS,Core,Active,17.52,39.99,0.562,12,3,1
SKU000287,STY0029,STY0029-White-S,Apparel,Leggings,White,S,Core,Active,22.5,49.99,0.55,6,4,1
SKU000288,STY0029,STY0029-White-M,Apparel,Leggings,White,M,Core,Active,24.26,59.99,0.596,3,2,1
SKU000289,STY0029,STY0029-White-L,Apparel,Leggings,White,L,Core,Active,22.08,59.99,0.632,6,2,1
SKU000290,STY0029,STY0029-White-XL,Apparel,Leggings,White,XL,Core,Active,32.99,79.99,0.588,6,4,1
SKU000291,STY0030,STY0030-White-XS,Apparel,T-Shirt,White,XS,Core,Active,23.38,49.99,0.532,3,3,1
SKU000292,STY0030,STY0030-White-S,Apparel,T-Shirt,White,S,Core,Active,14.19,29.99,0.527,3,3,1
SKU000293,STY0030,STY0030-White-M,Apparel,T-Shirt,White,M,Core,Active,18.83,39.99,0.529,6,2,1
SKU000294,STY0030,STY0030-White-L,Apparel,T-Shirt,White,L,Core,Active,20.76,49.99,0.585,3,3,1
SKU000295,STY0030,STY0030-White-XL,Apparel,T-Shirt,White,XL,Core,Active,11.96,29.99,0.601,3,3,1
SKU000296,STY0030,STY0030-Navy-XS,Apparel,T-Shirt,Navy,XS,Core,Active,13.77,29.99,0.541,12,3,1
SKU000297,STY0030,STY0030-Navy-S,Apparel,T-Shirt,Navy,S,Core,Active,12.87,34.99,0.632,6,3,1
SKU000298,STY0030,STY0030-Navy-M,Apparel,T-Shirt,Navy,M,Core,Active,36.64,79.99,0.542,12,3,1
SKU000299,STY0030,STY0030-Navy-L,Apparel,T-Shirt,Navy,L,Core,Active,21.5,49.99,0.57,3,2,1
SKU000300,STY0030,STY0030-Navy-XL,Apparel,T-Shirt,Navy,XL,Core,Active,15.12,39.99,0.622,3,4,1
SKU000301,STY0031,STY0031-Blue-XS,Apparel,Track Pants,Blue,XS,SS26,Active,10.68,29.99,0.644,6,4,1
SKU000302,STY0031,STY0031-Blue-S,Apparel,Track Pants,Blue,S,SS26,Active,24.56,59.99,0.591,3,3,1
SKU000303,STY0031,STY0031-Blue-M,Apparel,Track Pants,Blue,M,SS26,Active,25.18,59.99,0.58,12,4,1
SKU000304,STY0031,STY0031-Blue-L,Apparel,Track Pants,Blue,L,SS26,Active,22.88,59.99,0.619,3,3,1
SKU000305,STY0031,STY0031-Blue-XL,Apparel,Track Pants,Blue,XL,SS26,Active,17.51,49.99,0.65,6,2,1
SKU000306,STY0031,STY0031-Black-XS,Apparel,Track Pants,Black,XS,SS26,Active,24.25,59.99,0.596,12,4,1
SKU000307,STY0031,STY0031-Black-S,Apparel,Track Pants,Black,S,SS26,Active,12.54,29.99,0.582,6,2,1
SKU000308,STY0031,STY0031-Black-M,Apparel,Track Pants,Black,M,SS26,Active,25.24,59.99,0.579,12,4,1
SKU000309,STY0031,STY0031-Black-L,Apparel,Track Pants,Black,L,SS26,Active,12.02,29.99,0.599,6,2,1
SKU000310,STY0031,STY0031-Black-XL,Apparel,Track Pants,Black,XL,SS26,Active,32.02,79.99,0.6,6,3,1
SKU000311,STY0032,STY0032-Black-XS,Apparel,Track Pants,Black,XS,SS26,Active,34.83,79.99,0.565,3,4,1
SKU000312,STY0032,STY0032-Black-S,Apparel,Track Pants,Black,S,SS26,Active,35.86,79.99,0.552,3,2,1
SKU000313,STY0032,STY0032-Black-M,Apparel,Track Pants,Black,M,SS26,Active,16.84,39.99,0.579,12,2,1
SKU000314,STY0032,STY0032-Black-L,Apparel,Track Pants,Black,L,SS26,Active,32.83,79.99,0.59,12,3,1
SKU000315,STY0032,STY0032-Black-XL,Apparel,Track Pants,Black,XL,SS26,Active,29.89,79.99,0.626,3,2,1
SKU000316,STY0032,STY0032-Navy-XS,Apparel,Track Pants,Navy,XS,SS26,Active,36.07,79.99,0.549,6,2,1
SKU000317,STY0032,STY0032-Navy-S,Apparel,Track Pants,Navy,S,SS26,Active,15.04,39.99,0.624,3,2,1
SKU000318,STY0032,STY0032-Navy-M,Apparel,Track Pants,Navy,M,SS26,Active,18.85,39.99,0.529,12,3,1
SKU000319,STY0032,STY0032-Navy-L,Apparel,Track Pants,Navy,L,SS26,Active,24.69,59.99,0.588,3,4,1
SKU000320,STY0032,STY0032-Navy-XL,Apparel,Track Pants,Navy,XL,SS26,Active,13.55,34.99,0.613,3,4,1
SKU000321,STY0033,STY0033-Green-XS,Apparel,Shorts,Green,XS,SS26,Active,22.33,49.99,0.553,6,3,1
SKU000322,STY0033,STY0033-Green-S,Apparel,Shorts,Green,S,SS26,Active,14.5,34.99,0.586,6,3,1
SKU000323,STY0033,STY0033-Green-M,Apparel,Shorts,Green,M,SS26,Active,23.08,59.99,0.615,3,4,1
SKU000324,STY0033,STY0033-Green-L,Apparel,Shorts,Green,L,SS26,Active,18.01,49.99,0.64,12,2,1
SKU000325,STY0033,STY0033-Green-XL,Apparel,Shorts,Green,XL,SS26,Active,23.29,59.99,0.612,3,2,1
SKU000326,STY0033,STY0033-Black-XS,Apparel,Shorts,Black,XS,SS26,Active,17.43,39.99,0.564,6,3,1
SKU000327,STY0033,STY0033-Black-S,Apparel,Shorts,Black,S,SS26,Active,26.59,59.99,0.557,3,4,1
SKU000328,STY0033,STY0033-Black-M,Apparel,Shorts,Black,M,SS26,Active,19.78,49.99,0.604,3,4,1
SKU000329,STY0033,STY0033-Black-L,Apparel,Shorts,Black,L,SS26,Active,17.19,39.99,0.57,6,3,1
SKU000330,STY0033,STY0033-Black-XL,Apparel,Shorts,Black,XL,SS26,Active,38.19,79.99,0.523,3,2,1
SKU000331,STY0034,STY0034-Blue-XS,Apparel,Track Pants,Blue,XS,Core,Active,16.58,34.99,0.526,3,4,1
SKU000332,STY0034,STY0034-Blue-S,Apparel,Track Pants,Blue,S,Core,Active,36.12,79.99,0.548,3,2,1
SKU000333,STY0034,STY0034-Blue-M,Apparel,Track Pants,Blue,M,Core,Active,11.42,29.99,0.619,12,3,1
SKU000334,STY0034,STY0034-Blue-L,Apparel,Track Pants,Blue,L,Core,Active,15.99,39.99,0.6,12,2,1
SKU000335,STY0034,STY0034-Blue-XL,Apparel,Track Pants,Blue,XL,Core,Active,22.19,59.99,0.63,6,3,1
SKU000336,STY0034,STY0034-Navy-XS,Apparel,Track Pants,Navy,XS,Core,Active,16.3,39.99,0.592,3,4,1
SKU000337,STY0034,STY0034-Navy-S,Apparel,Track Pants,Navy,S,Core,Active,14.65,34.99,0.581,6,3,1
SKU000338,STY0034,STY0034-Navy-M,Apparel,Track Pants,Navy,M,Core,Active,30.89,79.99,0.614,3,2,1
SKU000339,STY0034,STY0034-Navy-L,Apparel,Track Pants,Navy,L,Core,Active,29.93,79.99,0.626,12,3,1
SKU000340,STY0034,STY0034-Navy-XL,Apparel,Track Pants,Navy,XL,Core,Active,21.91,59.99,0.635,6,4,1
SKU000341,STY0035,STY0035-Red-XS,Apparel,Jacket,Red,XS,Core,Markdown,18.8,49.99,0.624,3,2,1
SKU000342,STY0035,STY0035-Red-S,Apparel,Jacket,Red,S,Core,Markdown,18.62,49.99,0.628,12,3,1
SKU000343,STY0035,STY0035-Red-M,Apparel,Jacket,Red,M,Core,Markdown,13.66,29.99,0.545,6,4,1
SKU000344,STY0035,STY0035-Red-L,Apparel,Jacket,Red,L,Core,Markdown,17.69,39.99,0.558,12,4,1
SKU000345,STY0035,STY0035-Red-XL,Apparel,Jacket,Red,XL,Core,Markdown,18.63,39.99,0.534,3,4,1
SKU000346,STY0035,STY0035-Green-XS,Apparel,Jacket,Green,XS,Core,Markdown,37.64,79.99,0.529,12,2,1
SKU000347,STY0035,STY0035-Green-S,Apparel,Jacket,Green,S,Core,Markdown,16.64,39.99,0.584,3,2,1
SKU000348,STY0035,STY0035-Green-M,Apparel,Jacket,Green,M,Core,Markdown,13.32,34.99,0.619,6,2,1
SKU000349,STY0035,STY0035-Green-L,Apparel,Jacket,Green,L,Core,Markdown,16.88,39.99,0.578,6,3,1
SKU000350,STY0035,STY0035-Green-XL,Apparel,Jacket,Green,XL,Core,Markdown,22.01,59.99,0.633,3,2,1
SKU000351,STY0036,STY0036-Blue-XS,Apparel,Shorts,Blue,XS,SS26,Active,22.85,49.99,0.543,3,2,1
SKU000352,STY0036,STY0036-Blue-S,Apparel,Shorts,Blue,S,SS26,Active,17.34,39.99,0.566,6,3,1
SKU000353,STY0036,STY0036-Blue-M,Apparel,Shorts,Blue,M,SS26,Active,33.38,79.99,0.583,3,4,1
SKU000354,STY0036,STY0036-Blue-L,Apparel,Shorts,Blue,L,SS26,Active,34.11,79.99,0.574,3,3,1
SKU000355,STY0036,STY0036-Blue-XL,Apparel,Shorts,Blue,XL,SS26,Active,28.1,59.99,0.532,3,2,1
SKU000356,STY0036,STY0036-Grey-XS,Apparel,Shorts,Grey,XS,SS26,Active,22.19,59.99,0.63,3,2,1
SKU000357,STY0036,STY0036-Grey-S,Apparel,Shorts,Grey,S,SS26,Active,18.86,39.99,0.528,3,3,1
SKU000358,STY0036,STY0036-Grey-M,Apparel,Shorts,Grey,M,SS26,Active,27.98,59.99,0.534,3,3,1
SKU000359,STY0036,STY0036-Grey-L,Apparel,Shorts,Grey,L,SS26,Active,15.14,34.99,0.567,12,3,1
SKU000360,STY0036,STY0036-Grey-XL,Apparel,Shorts,Grey,XL,SS26,Active,15.09,34.99,0.569,12,4,1
SKU000361,STY0037,STY0037-Navy-XS,Apparel,T-Shirt,Navy,XS,FW26,Active,34.49,79.99,0.569,12,3,1
SKU000362,STY0037,STY0037-Navy-S,Apparel,T-Shirt,Navy,S,FW26,Active,21.32,59.99,0.645,3,2,1
SKU000363,STY0037,STY0037-Navy-M,Apparel,T-Shirt,Navy,M,FW26,Active,14.19,29.99,0.527,12,3,1
SKU000364,STY0037,STY0037-Navy-L,Apparel,T-Shirt,Navy,L,FW26,Active,30.19,79.99,0.623,12,3,1
SKU000365,STY0037,STY0037-Navy-XL,Apparel,T-Shirt,Navy,XL,FW26,Active,25.98,59.99,0.567,6,4,1
SKU000366,STY0037,STY0037-Green-XS,Apparel,T-Shirt,Green,XS,FW26,Active,23.26,59.99,0.612,6,3,1
SKU000367,STY0037,STY0037-Green-S,Apparel,T-Shirt,Green,S,FW26,Active,15.91,34.99,0.545,12,3,1
SKU000368,STY0037,STY0037-Green-M,Apparel,T-Shirt,Green,M,FW26,Active,16.35,39.99,0.591,12,2,1
SKU000369,STY0037,STY0037-Green-L,Apparel,T-Shirt,Green,L,FW26,Active,14.25,34.99,0.593,6,3,1
SKU000370,STY0037,STY0037-Green-XL,Apparel,T-Shirt,Green,XL,FW26,Active,13.79,34.99,0.606,3,3,1
SKU000371,STY0038,STY0038-Grey-XS,Apparel,Track Pants,Grey,XS,FW26,Active,18.35,49.99,0.633,6,4,1
SKU000372,STY0038,STY0038-Grey-S,Apparel,Track Pants,Grey,S,FW26,Active,21.82,59.99,0.636,3,3,1
SKU000373,STY0038,STY0038-Grey-M,Apparel,Track Pants,Grey,M,FW26,Active,11.54,29.99,0.615,3,2,1
SKU000374,STY0038,STY0038-Grey-L,Apparel,Track Pants,Grey,L,FW26,Active,10.69,29.99,0.644,6,4,1
SKU000375,STY0038,STY0038-Grey-XL,Apparel,Track Pants,Grey,XL,FW26,Active,19.11,49.99,0.618,3,3,1
SKU000376,STY0038,STY0038-Orange-XS,Apparel,Track Pants,Orange,XS,FW26,Active,26.62,59.99,0.556,3,2,1
SKU000377,STY0038,STY0038-Orange-S,Apparel,Track Pants,Orange,S,FW26,Active,23.97,49.99,0.521,6,3,1
SKU000378,STY0038,STY0038-Orange-M,Apparel,Track Pants,Orange,M,FW26,Active,16.58,39.99,0.585,3,3,1
SKU000379,STY0038,STY0038-Orange-L,Apparel,Track Pants,Orange,L,FW26,Active,24.56,59.99,0.591,3,2,1
SKU000380,STY0038,STY0038-Orange-XL,Apparel,Track Pants,Orange,XL,FW26,Active,23.75,59.99,0.604,3,3,1
SKU000381,STY0039,STY0039-Orange-XS,Apparel,Jacket,Orange,XS,Core,Markdown,18.37,49.99,0.633,6,4,1
SKU000382,STY0039,STY0039-Orange-S,Apparel,Jacket,Orange,S,Core,Markdown,17.97,39.99,0.551,6,2,1
SKU000383,STY0039,STY0039-Orange-M,Apparel,Jacket,Orange,M,Core,Markdown,17.83,49.99,0.643,12,2,1
SKU000384,STY0039,STY0039-Orange-L,Apparel,Jacket,Orange,L,Core,Markdown,16.87,39.99,0.578,3,3,1
SKU000385,STY0039,STY0039-Orange-XL,Apparel,Jacket,Orange,XL,Core,Markdown,24.51,59.99,0.591,12,3,1
SKU000386,STY0039,STY0039-Navy-XS,Apparel,Jacket,Navy,XS,Core,Markdown,26.3,59.99,0.562,3,2,1
SKU000387,STY0039,STY0039-Navy-S,Apparel,Jacket,Navy,S,Core,Markdown,12.03,29.99,0.599,6,4,1
SKU000388,STY0039,STY0039-Navy-M,Apparel,Jacket,Navy,M,Core,Markdown,17.92,39.99,0.552,3,4,1
SKU000389,STY0039,STY0039-Navy-L,Apparel,Jacket,Navy,L,Core,Markdown,24.13,59.99,0.598,3,2,1
SKU000390,STY0039,STY0039-Navy-XL,Apparel,Jacket,Navy,XL,Core,Markdown,11.03,29.99,0.632,6,3,1
SKU000391,STY0040,STY0040-Orange-XS,Apparel,Leggings,Orange,XS,SS26,Active,18.84,39.99,0.529,6,2,1
SKU000392,STY0040,STY0040-Orange-S,Apparel,Leggings,Orange,S,SS26,Active,23.93,49.99,0.521,12,3,1
SKU000393,STY0040,STY0040-Orange-M,Apparel,Leggings,Orange,M,SS26,Active,23.62,59.99,0.606,12,4,1
SKU000394,STY0040,STY0040-Orange-L,Apparel,Leggings,Orange,L,SS26,Active,22.1,49.99,0.558,6,3,1
SKU000395,STY0040,STY0040-Orange-XL,Apparel,Leggings,Orange,XL,SS26,Active,11.93,29.99,0.602,12,2,1
SKU000396,STY0040,STY0040-White-XS,Apparel,Leggings,White,XS,SS26,Active,21.29,49.99,0.574,12,4,1
SKU000397,STY0040,STY0040-White-S,Apparel,Leggings,White,S,SS26,Active,28.27,79.99,0.647,6,3,1
SKU000398,STY0040,STY0040-White-M,Apparel,Leggings,White,M,SS26,Active,36.14,79.99,0.548,12,4,1
SKU000399,STY0040,STY0040-White-L,Apparel,Leggings,White,L,SS26,Active,15.53,34.99,0.556,12,3,1
SKU000400,STY0040,STY0040-White-XL,Apparel,Leggings,White,XL,SS26,Active,14.63,34.99,0.582,12,4,1
SKU000401,STY0041,STY0041-Navy-XS,Apparel,Jacket,Navy,XS,SS26,New,29.14,79.99,0.636,3,3,1
SKU000402,STY0041,STY0041-Navy-S,Apparel,Jacket,Navy,S,SS26,New,16.17,39.99,0.596,6,4,1
SKU000403,STY0041,STY0041-Navy-M,Apparel,Jacket,Navy,M,SS26,New,14.11,34.99,0.597,12,3,1
SKU000404,STY0041,STY0041-Navy-L,Apparel,Jacket,Navy,L,SS26,New,35.56,79.99,0.555,12,2,1
SKU000405,STY0041,STY0041-Navy-XL,Apparel,Jacket,Navy,XL,SS26,New,22.61,59.99,0.623,6,4,1
SKU000406,STY0041,STY0041-Blue-XS,Apparel,Jacket,Blue,XS,SS26,New,20.91,49.99,0.582,6,2,1
SKU000407,STY0041,STY0041-Blue-S,Apparel,Jacket,Blue,S,SS26,New,23.42,49.99,0.532,6,4,1
SKU000408,STY0041,STY0041-Blue-M,Apparel,Jacket,Blue,M,SS26,New,17.51,39.99,0.562,12,4,1
SKU000409,STY0041,STY0041-Blue-L,Apparel,Jacket,Blue,L,SS26,New,36.35,79.99,0.546,6,4,1
SKU000410,STY0041,STY0041-Blue-XL,Apparel,Jacket,Blue,XL,SS26,New,18.75,49.99,0.625,3,3,1
SKU000411,STY0042,STY0042-Green-XS,Apparel,Leggings,Green,XS,FW26,Exit,17.66,39.99,0.558,12,4,0
SKU000412,STY0042,STY0042-Green-S,Apparel,Leggings,Green,S,FW26,Exit,19.56,49.99,0.609,6,4,0
SKU000413,STY0042,STY0042-Green-M,Apparel,Leggings,Green,M,FW26,Exit,30.84,79.99,0.614,3,4,0
SKU000414,STY0042,STY0042-Green-L,Apparel,Leggings,Green,L,FW26,Exit,33.64,79.99,0.579,6,3,0
SKU000415,STY0042,STY0042-Green-XL,Apparel,Leggings,Green,XL,FW26,Exit,13.57,34.99,0.612,6,4,0
SKU000416,STY0042,STY0042-White-XS,Apparel,Leggings,White,XS,FW26,Exit,11.85,29.99,0.605,6,4,0
SKU000417,STY0042,STY0042-White-S,Apparel,Leggings,White,S,FW26,Exit,17.88,39.99,0.553,3,2,0
SKU000418,STY0042,STY0042-White-M,Apparel,Leggings,White,M,FW26,Exit,23.11,59.99,0.615,12,4,0
SKU000419,STY0042,STY0042-White-L,Apparel,Leggings,White,L,FW26,Exit,14.71,39.99,0.632,12,4,0
SKU000420,STY0042,STY0042-White-XL,Apparel,Leggings,White,XL,FW26,Exit,22.86,59.99,0.619,3,4,0
SKU000421,STY0043,STY0043-Red-XS,Apparel,Leggings,Red,XS,Core,New,17.73,39.99,0.557,3,4,1
SKU000422,STY0043,STY0043-Red-S,Apparel,Leggings,Red,S,Core,New,12.27,34.99,0.649,12,2,1
SKU000423,STY0043,STY0043-Red-M,Apparel,Leggings,Red,M,Core,New,21.74,49.99,0.565,6,3,1
SKU000424,STY0043,STY0043-Red-L,Apparel,Leggings,Red,L,Core,New,30.07,79.99,0.624,6,3,1
SKU000425,STY0043,STY0043-Red-XL,Apparel,Leggings,Red,XL,Core,New,17.35,39.99,0.566,3,4,1
SKU000426,STY0043,STY0043-Grey-XS,Apparel,Leggings,Grey,XS,Core,New,22.81,59.99,0.62,12,4,1
SKU000427,STY0043,STY0043-Grey-S,Apparel,Leggings,Grey,S,Core,New,14.06,29.99,0.531,3,3,1
SKU000428,STY0043,STY0043-Grey-M,Apparel,Leggings,Grey,M,Core,New,16.49,34.99,0.529,3,3,1
SKU000429,STY0043,STY0043-Grey-L,Apparel,Leggings,Grey,L,Core,New,18.71,49.99,0.626,12,3,1
SKU000430,STY0043,STY0043-Grey-XL,Apparel,Leggings,Grey,XL,Core,New,10.53,29.99,0.649,12,4,1
SKU000431,STY0044,STY0044-Grey-XS,Apparel,T-Shirt,Grey,XS,Core,Active,24.85,59.99,0.586,3,4,1
SKU000432,STY0044,STY0044-Grey-S,Apparel,T-Shirt,Grey,S,Core,Active,19.27,49.99,0.615,3,3,1
SKU000433,STY0044,STY0044-Grey-M,Apparel,T-Shirt,Grey,M,Core,Active,15.57,34.99,0.555,12,3,1
SKU000434,STY0044,STY0044-Grey-L,Apparel,T-Shirt,Grey,L,Core,Active,29.93,79.99,0.626,12,3,1
SKU000435,STY0044,STY0044-Grey-XL,Apparel,T-Shirt,Grey,XL,Core,Active,16.95,39.99,0.576,3,2,1
SKU000436,STY0044,STY0044-Navy-XS,Apparel,T-Shirt,Navy,XS,Core,Active,27.67,59.99,0.539,6,3,1
SKU000437,STY0044,STY0044-Navy-S,Apparel,T-Shirt,Navy,S,Core,Active,23.55,59.99,0.607,6,4,1
SKU000438,STY0044,STY0044-Navy-M,Apparel,T-Shirt,Navy,M,Core,Active,11.22,29.99,0.626,3,3,1
SKU000439,STY0044,STY0044-Navy-L,Apparel,T-Shirt,Navy,L,Core,Active,18.86,39.99,0.528,3,3,1
